tsn,author,parentName,parentTsn,rankName,taxon
953082,"Gorham, 1884",Lucidota,722423,Species,Lucidota chiriquiana
953083,"(Motschulsky, 1854)",Lucidota,722423,Species,Lucidota cincta
953084,"Pic, 1940",Lucidota,722423,Species,Lucidota clermonti
953085,"Gorham, 1884",Lucidota,722423,Species,Lucidota comitata
953086,"Gorham, 1884",Lucidota,722423,Species,Lucidota complanata
953087,"(Fabricius, 1801)",Lucidota,722423,Species,Lucidota compressicornis
953088,"E. Olivier, 1907",Lucidota,722423,Species,Lucidota conformis
953089,"(Pic, 1940)",Lucidota,722423,Species,Lucidota conradti
1269431,"E. Olivier, 1909",Lucidota,722423,Species,Lucidota consors
953091,"Pic, 1930",Lucidota,722423,Species,Lucidota costata
953092,"E. Olivier, 1896",Lucidota,722423,Species,Lucidota cucullata
953093,"Lucas, 1859",Lucidota,722423,Species,Lucidota dejeani
953094,"Gorham, 1881",Lucidota,722423,Species,Lucidota diaphanura
953095,"Gorham, 1884",Lucidota,722423,Species,Lucidota difformis
953096,"(Motschulsky, 1854)",Lucidota,722423,Species,Lucidota dilaticornis
953097,"Pic, 1943",Lucidota,722423,Species,Lucidota discivittata
1157921,"(Laporte, 1833)",Lucidota,722423,Species,Lucidota discoidalis
953098,"McDermott, 1966",Lucidota,722423,Species,Lucidota discoidea
952490,"Gorham, 1881",Lucidota,722423,Species,Lucidota discolor
953099,"E. Olivier, 1909",Lucidota,722423,Species,Lucidota dissimilis
953100,"E. Olivier, 1910",Lucidota,722423,Species,Lucidota duplicata
953101,"E. Olivier in Wytsman, 1907",Lucidota,722423,Species,Lucidota elapsa
953102,"(Blanchard in Brullé, 1845)",Lucidota,722423,Species,Lucidota elongata
953103,"E. Olivier, 1910",Lucidota,722423,Species,Lucidota emerita
953104,"E. Olivier in Wytsman, 1907",Lucidota,722423,Species,Lucidota eucera
953105,"Gorham, 1884",Lucidota,722423,Species,Lucidota fenestrata
953106,"(Fabricius, 1781)",Lucidota,722423,Species,Lucidota flabellicornis
953107,"(Motschulsky, 1854)",Lucidota,722423,Species,Lucidota flavipes
953108,"E. Olivier, 1908",Lucidota,722423,Species,Lucidota fraudata
953109,"Gorham, 1880",Lucidota,722423,Species,Lucidota fulgurans
953110,"Mutchler, 1923",Lucidota,722423,Species,Lucidota fulvotincta
953111,"Gorham, 1884",Lucidota,722423,Species,Lucidota fuscata
953112,"Pic, 1930",Lucidota,722423,Species,Lucidota geniculata
953113,"(Pic, 1940)",Lucidota,722423,Species,Lucidota gounelli
953114,"(Pic, 1940)",Lucidota,722423,Species,Lucidota grandjeani
953115,"E. Olivier, 1910",Lucidota,722423,Species,Lucidota heterocera
953116,"E. Olivier in Wytsman, 1907",Lucidota,722423,Species,Lucidota heteroclita
953117,"Pic, 1941",Lucidota,722423,Species,Lucidota heynei
953118,"Pic, 1940",Lucidota,722423,Species,Lucidota hickeri
953119,"E. Olivier, 1909",Lucidota,722423,Species,Lucidota immemor
953120,"E. Olivier, 1886",Lucidota,722423,Species,Lucidota inaperta
953121,"Pic, 1930",Lucidota,722423,Species,Lucidota inapicalis
953122,"Gorham, 1884",Lucidota,722423,Species,Lucidota incompta
953123,"E. Olivier, 1899",Lucidota,722423,Species,Lucidota ingloria
953124,"E. Olivier, 1911",Lucidota,722423,Species,Lucidota insignita
953125,"(Pic, 1927)",Lucidota,722423,Species,Lucidota interrupta
953126,"(E. Olivier, 1910)",Lucidota,722423,Species,Lucidota invida
953127,"(E. Olivier, 1888)",Lucidota,722423,Species,Lucidota jucunda
953129,"(Pic, 1927)",Lucidota,722423,Species,Lucidota latealba
953130,"Pic, 1943",Lucidota,722423,Species,Lucidota laticornis
953131,"Pic, 1930",Lucidota,722423,Species,Lucidota latior
953132,"(Kirsch, 1873)",Lucidota,722423,Species,Lucidota lecontei
953133,"Gorham, 1880",Lucidota,722423,Species,Lucidota limbata
953134,"E. Olivier, 1907",Lucidota,722423,Species,Lucidota liturata
953135,"(Motschulsky, 1854)",Lucidota,722423,Species,Lucidota lunata
722515,"(LeConte, 1878)",Lucidota,722423,Species,Lucidota luteicollis
953137,"Pic, 1940",Lucidota,722423,Species,Lucidota luteohumeralis
953138,"E. Olivier, 1909",Lucidota,722423,Species,Lucidota macrescens
953140,"Lucas, 1859",Lucidota,722423,Species,Lucidota marginicollis
953142,"E. Olivier in Wytsman, 1907",Lucidota,722423,Species,Lucidota mellicula
953143,"E. Olivier, 1896",Lucidota,722423,Species,Lucidota misera
953144,"E. Olivier, 1911",Lucidota,722423,Species,Lucidota monacha
953145,"E. Olivier in Wytsman, 1907",Lucidota,722423,Species,Lucidota nobilis
953146,"E. Olivier, 1886",Lucidota,722423,Species,Lucidota oblongonotata
953148,"Pic, 1938",Lucidota,722423,Species,Lucidota olivieri
953149,"E. Olivier, 1909",Lucidota,722423,Species,Lucidota ornata
953150,"(Guérin-Méneville, 1855)",Lucidota,722423,Species,Lucidota osculatii
953151,"(Blanchard in Brullé, 1846)",Lucidota,722423,Species,Lucidota pallidicollis
953152,"McDermott, 1966",Lucidota,722423,Species,Lucidota pallipes
953153,"(Pic, 1927)",Lucidota,722423,Species,Lucidota parallela
953154,"E. Olivier, 1909",Lucidota,722423,Species,Lucidota parilis
953155,"E. Olivier, 1885",Lucidota,722423,Species,Lucidota parvicollis
953156,"(Fabricius, 1775)",Lucidota,722423,Species,Lucidota pectinata
953157,"Dejean, 1837",Lucidota,722423,Species,Lucidota pennata
953158,"E. Olivier, 1885",Lucidota,722423,Species,Lucidota perpusilla
953159,"(Pic, 1927)",Lucidota,722423,Species,Lucidota peruviana
953160,"(Wiedemann, 1821)",Lucidota,722423,Species,Lucidota phyllocera
953161,"(Fabricius, 1801)",Lucidota,722423,Species,Lucidota planicornis
953162,"Pic, 1939",Lucidota,722423,Species,Lucidota plaumanni
953163,"Pic, 1938",Lucidota,722423,Species,Lucidota premarginalis
953164,"E. Olivier, 1909",Lucidota,722423,Species,Lucidota probata
953166,"E. Olivier, 1906",Lucidota,722423,Species,Lucidota proscripta
953167,"Gorham, 1880",Lucidota,722423,Species,Lucidota proxima
1269328,"Keller and Martin, 2024",Lucidota,722423,Species,Lucidota puertoestrellaensis
722516,"(LeConte, 1852)",Lucidota,722423,Species,Lucidota punctata
953168,"(Gorham, 1884)",Lucidota,722423,Species,Lucidota purulana
953169,"E. Olivier, 1886",Lucidota,722423,Species,Lucidota pygidialis
953170,"E. Olivier in Wytsman, 1907",Lucidota,722423,Species,Lucidota pygmaea
953173,"Pic, 1932",Lucidota,722423,Species,Lucidota ramicornis
953174,"Pic, 1943",Lucidota,722423,Species,Lucidota reductitincta
953175,"(Blanchard in Brullé, 1844)",Lucidota,722423,Species,Lucidota roseimaculata
953176,"Pic, 1935",Lucidota,722423,Species,Lucidota rufescens
953178,"(E. Olivier, 1911)",Lucidota,722423,Species,Lucidota rufithorax
953179,"E. Olivier, 1908",Lucidota,722423,Species,Lucidota saepta
953180,"E. Olivier, 1909",Lucidota,722423,Species,Lucidota serricornis
953181,"(E. Olivier, 1911)",Lucidota,722423,Species,Lucidota severa
953182,"E. Olivier, 1886",Lucidota,722423,Species,Lucidota sexguttata
953183,"Pic, 1930",Lucidota,722423,Species,Lucidota signaticollis
954754,"E. Olivier in Wytsman, 1907",Lucidota,722423,Species,Lucidota signaticornis
953184,"E. Olivier, 1900",Lucidota,722423,Species,Lucidota simoni
953185,"Gorham, 1884",Lucidota,722423,Species,Lucidota sinuaticollis
953186,"E. Olivier, 1913",Lucidota,722423,Species,Lucidota sparsicolor
952597,"Mutchler, 1923",Lucidota,722423,Species,Lucidota subdubitata
953187,"(Pic, 1940)",Lucidota,722423,Species,Lucidota submaculata
953188,"Pic, 1940",Lucidota,722423,Species,Lucidota subnigra
953189,"E. Olivier, 1909",Lucidota,722423,Species,Lucidota supplex
953190,"E. Olivier, 1906",Lucidota,722423,Species,Lucidota taciturna
953191,"E. Olivier, 1896",Lucidota,722423,Species,Lucidota tardita
953192,"E. Olivier, 1911",Lucidota,722423,Species,Lucidota tenuecincta
953193,"E. Olivier, 1896",Lucidota,722423,Species,Lucidota tenuis
953194,"(Pic, 1927)",Lucidota,722423,Species,Lucidota testaceipes
953195,"Gorham, 1884",Lucidota,722423,Species,Lucidota tincta
953197,"Pic, 1935",Lucidota,722423,Species,Lucidota tricostata
953198,"E. Olivier, 1909",Lucidota,722423,Species,Lucidota tristicolor
953199,"(Blanchard in Brullé, 1845)",Lucidota,722423,Species,Lucidota tristis
953200,"Pic, 1930",Lucidota,722423,Species,Lucidota uberadana
1269433,"McDermott, 1965",Lucidota,722423,Species,Lucidota viridescens
953201,"Gorham, 1884",Lucidota,722423,Species,Lucidota vitricollis
953202,"Pic, 1940",Lucidota,722423,Species,Lucidota wagneri
953203,"Lucas, 1859",Lucidota,722423,Species,Lucidota xanthocera
953204,"Gorham, 1884",Lucidota,722423,Species,Lucidota xanthopleura
616941,"Dietz, 1891",Curculionidae,114666,Genus,Neomastix
618427,"Dietz, 1891",Neomastix,616941,Species,Neomastix solidaginis
1157611,"Kazantsev, 2010",Lampyridae,113835,Subfamily,Lamprohizinae
722424,"LeConte, 1851",Lamprohizinae,1157611,Genus,Phausis
1269284,"Hodson in Hodson and Branham, 2024",Phausis,722424,Species,Phausis branhami
722555,"Fender, 1966",Phausis,722424,Species,Phausis californica
1269283,"Hodson in Hodson and Branham, 2024",Phausis,722424,Species,Phausis christineae
722483,"Fender in Hatch, 1962",Phausis,722424,Species,Phausis dorothae
722484,"LeConte, 1878",Phausis,722424,Species,Phausis inaccensa
722554,"Fender, 1966",Phausis,722424,Species,Phausis luminosa
722556,"Fender, 1966",Phausis,722424,Species,Phausis marina
1269285,"Hodson in Hodson and Branham, 2024",Phausis,722424,Species,Phausis milleri
722485,"Hopping, 1937",Phausis,722424,Species,Phausis nigra
722486,"(Say, 1825)",Phausis,722424,Species,Phausis reticulata
722487,"Fender in Hatch, 1962",Phausis,722424,Species,Phausis rhombica
722488,"(LeConte, 1885)",Phausis,722424,Species,Phausis riversi
722489,"Fender in Hatch, 1962",Phausis,722424,Species,Phausis skelleyi
952378,"Mulsant, 1860",Lampyrini,722407,Genus,Pelania
1269195,"(Linnaeus, 1758)",Pelania,952378,Species,Pelania mauritanica
837893,"Monrós and Viana, 1949",Cassidinae,719576,Tribe,Dorynotini
837975,"Chevrolat in Dejean, 1836",Dorynotini,837893,Genus,Dorynota
838280,"Maulik, 1916",Dorynota,837975,Subgenus,Dorynota (Akantaka)
838279,"Chevrolat in Dejean, 1836",Dorynota,837975,Subgenus,Dorynota (Dorynota)
837960,"Chevrolat in Dejean, 1836",Mesomphaliini,719585,Genus,Elytrogona
839135,"Boheman, 1850",Elytrogona,837960,Species,Elytrogona bacca
839136,"Boheman, 1862",Elytrogona,837960,Species,Elytrogona bulla
839137,"Blake, 1930",Elytrogona,837960,Species,Elytrogona gemmata
839138,"Boheman, 1856",Elytrogona,837960,Species,Elytrogona interjecta
839139,"Blake, 1937",Elytrogona,837960,Species,Elytrogona nigrodorsata
839140,"(Latreille, 1802)",Elytrogona,837960,Species,Elytrogona quatuordecimmaculata
616940,"O'Brien and Wibmer, 1982",Curculionidae,114666,Genus,Neoerethistes
618426,"(Sleeper, 1954)",Neoerethistes,616940,Species,Neoerethistes arizonicus
117691,"Guilding, 1828",Chilonini,694195,Genus,Diatraea
117692,Hamps,Diatraea,117691,Species,Diatraea canella
117682,"Guilding, 1830",Argyractini,694171,Genus,Petrophila
117685,"Robinson, 1869",Petrophila,117682,Species,Petrophila bifascialis
117689,"(Munroe, 1972)",Petrophila,117682,Species,Petrophila canadensis
117687,"(Clemens, 1860)",Petrophila,117682,Species,Petrophila fulicalis
117684,,Petrophila,117682,Species,Petrophila hodgesi
131476,,Tabanini,131318,Genus,Atylotus
131477,"(Wiedemann, 1821)",Atylotus,131476,Species,Atylotus bicolor
131478,"Teskey, 1983",Atylotus,131476,Species,Atylotus calcar
131479,"(Walker, 1854)",Atylotus,131476,Species,Atylotus duplex
131480,"Teskey, 1985",Atylotus,131476,Species,Atylotus hyalicosta
131481,Osten Sacken,Atylotus,131476,Species,Atylotus insuetus
131483,"(Walker, 1848)",Atylotus,131476,Species,Atylotus intermedius
131486,"(Hine, 1901)",Atylotus,131476,Species,Atylotus ohioensis
131489,"Teskey, 1985",Atylotus,131476,Species,Atylotus palus
131490,"Teskey, 1985",Atylotus,131476,Species,Atylotus sphagnicola
131491,"(Zetterstedt, 1842)",Atylotus,131476,Species,Atylotus sublunaticornis
131493,"(Hine, 1900)",Atylotus,131476,Species,Atylotus thoracicus
131495,"(Philip, 1936)",Atylotus,131476,Species,Atylotus tingaureus
131497,"(Rowe and Knowlton, 1935)",Atylotus,131476,Species,Atylotus utahensis
131499,"Philip, 1954",Atylotus,131476,Species,Atylotus vargasi
131500,"Pechuman, 1981",Atylotus,131476,Species,Atylotus woodi
625391,"Woodley, 1986",Stratiomyidae,130150,Subfamily,Parhadrestiinae
625644,"James, 1975",Parhadrestiinae,625391,Genus,Parhadrestia
627429,"James, 1975",Parhadrestia,625644,Species,Parhadrestia atava
627430,"Woodley, 1986",Parhadrestia,625644,Species,Parhadrestia curico
694092,,Crambidae,693963,Subfamily,Odontiinae
694286,,Odontiinae,694092,Tribe,Odontiini
117693,"Munroe, 1961",Odontiini,694286,Genus,Dichozoma
117694,"(Barnes Amd Mcd., 1819)",Dichozoma,117693,Species,Dichozoma parvipicta
117665,"Hübner, 1822",Nymphulini,694284,Genus,Elophila
117666,,Elophila,117665,Species,Elophila brunnildalis
117667,,Elophila,117665,Species,Elophila satanalis
117668,,Elophila,117665,Species,Elophila truckeealis
117695,"Lange, 1956",Argyractini,694171,Genus,Eoparargyractis
555640,"Lange, 1956",Eoparargyractis,117695,Species,Eoparargyractis floridalis
117696,(Dyar),Eoparargyractis,117695,Species,Eoparargyractis irroratilis
1157619,"Ballantyne in Ballantyne et al., 2016",Luciolini,722412,Genus,Sclerotia
1157665,"(Thancharoen in Thancharoen et al., 2007)",Sclerotia,1157619,Species,Sclerotia aquatilis
1157666,"(Bourgeois, 1890)",Sclerotia,1157619,Species,Sclerotia brahmina
1157667,"(Gorham, 1880)",Sclerotia,1157619,Species,Sclerotia carinata
1157668,"(Hope, 1845)",Sclerotia,1157619,Species,Sclerotia flavida
1157670,"Ballantyne in Ballantyne et al., 2016",Sclerotia,1157619,Species,Sclerotia fui
1157671,"(E. Olivier, 1891)",Sclerotia,1157619,Species,Sclerotia seriata
1157672,"(Gorham, 1880)",Sclerotia,1157619,Species,Sclerotia substriata
952380,"Kirsch, 1875",Lampyridae,113835,Genus,Anadrilus
954781,"Kirsch, 1875",Anadrilus,952380,Species,Anadrilus indus
931386,"Bonelli, 1810",Harpalinae,678416,Tribe,Zabrini
110847,"Bonelli, 1810",Zabrini,931386,Genus,Amara
931649,"Bonelli, 1810",Amara,110847,Subgenus,Amara (Amara)
931648,"Motschulsky, 1862",Amara,110847,Subgenus,Amara (Amarocelia)
931642,"Stephens, 1827",Amara,110847,Subgenus,Amara (Bradytus)
931647,"Zimmermann, 1832",Amara,110847,Subgenus,Amara (Celia)
931641,"Stephens, 1827",Amara,110847,Subgenus,Amara (Curtonotus)
931643,"Hieke, 1978",Amara,110847,Subgenus,Amara (Neopercosia)
931650,"Bedel, 1899",Amara,110847,Subgenus,Amara (Paracelia)
931644,"Zimmermann, 1832",Amara,110847,Subgenus,Amara (Percosia)
931646,"Lafer, 1989",Amara,110847,Subgenus,Amara (Reductocelia)
931645,"Hieke, 2001",Amara,110847,Subgenus,Amara (Xenocelia)
931651,"Csiki, 1929",Amara,110847,Subgenus,Amara (Zezea)
110917,"(Marsham, 1802)",Amara,110847,Species,Amara convexiuscula
598455,"Schmid, 1955",Sericostomatidae,116982,Genus,Notidobiella
604408,"Schmid, 1957",Notidobiella,598455,Species,Notidobiella chacayana
604409,"Flint, 1983",Notidobiella,598455,Species,Notidobiella inermis
604410,"Schmid, 1955",Notidobiella,598455,Species,Notidobiella parallelipipeda
625631,"Lindner, 1933",Pachygastrinae,130185,Genus,Platylobium
627201,"Lindner, 1933",Platylobium,625631,Species,Platylobium zurstrasseni
952391,"Zaragoza-Caballero, 2013",Cratomorphini,1157615,Genus,Paracratomorphus
954821,"Zaragoza-Caballero, 2013",Paracratomorphus,952391,Species,Paracratomorphus reyesi
598471,"Mosely, 1936",Apataniini,568765,Genus,Apataniana
604567,"Sipahiler, 1996",Apataniana,598471,Species,Apataniana borcka
604568,"(Martynov, 1918)",Apataniana,598471,Species,Apataniana bulbosa
604569,"Schmid, 1968",Apataniana,598471,Species,Apataniana charadija
604570,"Ivanov, 1991",Apataniana,598471,Species,Apataniana cornuta
604571,"(McLachlan, 1875)",Apataniana,598471,Species,Apataniana elongata
604572,"Malicky, 1987",Apataniana,598471,Species,Apataniana hellenica
604573,"Mosely, 1936",Apataniana,598471,Species,Apataniana hutchinsoni
604574,"Schmid, 1968",Apataniana,598471,Species,Apataniana impexa
604575,"Mey & Levanidova, 1989",Apataniana,598471,Species,Apataniana pamirensis
604576,"Mey, 1986",Apataniana,598471,Species,Apataniana propria
608702,"Malicky, 1999",Apataniana,598471,Species,Apataniana rauschorum
604577,"Malicky, 1993",Apataniana,598471,Species,Apataniana stropones
604578,"Levanidova, 1979",Apataniana,598471,Species,Apataniana tschuktschorum
604579,"Malicky, 1992",Apataniana,598471,Species,Apataniana vardusia
616926,"Wollaston, 1873",Curculionidae,114666,Genus,Micromimus
618366,"(Boheman, 1845)",Micromimus,616926,Species,Micromimus corticalis
625648,"Becker, 1919",Beridinae,130155,Genus,Beridella
627435,"Becker, 1919",Beridella,625648,Species,Beridella brunnicosa
627798,"(Macquart, 1846)",Beridella,625648,Species,Beridella guerinii
628421,"(James, 1975)",Beridella,625648,Species,Beridella iris
627937,"(Enderlein, 1921)",Beridella,625648,Species,Beridella maculifrons
625632,"Kertesz, 1909",Pachygastrinae,130185,Genus,Popanomyia
627206,"Kertesz, 1909",Popanomyia,625632,Species,Popanomyia femoralis
627501,"James & Woodley, 1980",Popanomyia,625632,Species,Popanomyia kerteszi
598457,"Schmid, 1957",Sericostomatidae,116982,Genus,Parasericostoma
604415,"Schmid, 1964",Parasericostoma,598457,Species,Parasericostoma abruptum
604416,"Flint, 1983",Parasericostoma,598457,Species,Parasericostoma acutum
604417,"Flint, 1983",Parasericostoma,598457,Species,Parasericostoma corniculatum
604418,"Flint, 1983",Parasericostoma,598457,Species,Parasericostoma cristatum
604419,"Schmid, 1957",Parasericostoma,598457,Species,Parasericostoma dinocephalum
604420,"Flint, 1983",Parasericostoma,598457,Species,Parasericostoma drepanigerum
604421,"Schmid, 1964",Parasericostoma,598457,Species,Parasericostoma laterale
604422,"(Schmid, 1955)",Parasericostoma,598457,Species,Parasericostoma ovale
604423,"(Schmid, 1955)",Parasericostoma,598457,Species,Parasericostoma peniai
604424,"Schmid, 1964",Parasericostoma,598457,Species,Parasericostoma rufum
117697,"Curtis, 1834",Acentropini,694152,Genus,Acentropus
117698,(Olivier),Acentropus,117697,Species,Acentropus niveus
111203,"Latreille, 1802",Harpalini,931391,Genus,Harpalus
931703,"Casey, 1914",Harpalus,111203,Subgenus,Harpalus (Glanodes)
931704,"Reitter, 1900",Harpalus,111203,Subgenus,Harpalus (Harpalobius)
931702,"Latreille, 1802",Harpalus,111203,Subgenus,Harpalus (Harpalus)
931699,"Casey, 1914",Harpalus,111203,Subgenus,Harpalus (Megapangus)
931701,"Casey, 1914",Harpalus,111203,Subgenus,Harpalus (Opadius)
931700,"Casey, 1914",Harpalus,111203,Subgenus,Harpalus (Plectralidus)
931698,"Motschulsky, 1844",Harpalus,111203,Subgenus,Harpalus (Pseudoophonus)
1007317,"J. Polhemus and D. Polhemus, 1991",Saldoidini,1007290,Genus,Capitonisaldoida
1007554,"J. Polhemus and D. Polhemus, 1991",Capitonisaldoida,1007317,Species,Capitonisaldoida cryptica
625634,"Enderlein, 1914",Pachygastrinae,130185,Genus,Psephiocera
627219,"James, 1967",Psephiocera,625634,Species,Psephiocera callosa
628227,"(Lindner, 1949)",Psephiocera,625634,Species,Psephiocera cognata
627220,"Enderlein, 1914",Psephiocera,625634,Species,Psephiocera flavipes
627221,"James, 1967",Psephiocera,625634,Species,Psephiocera marginata
628228,"(Lindner, 1949)",Psephiocera,625634,Species,Psephiocera modesta
628229,"(Lindner, 1949)",Psephiocera,625634,Species,Psephiocera superba
117773,"Munroe, 1961",Odontiini,694286,Genus,Rhodocantha
117774,"Munroe, 1961",Rhodocantha,117773,Species,Rhodocantha diagonalis
616943,"Horn, 1876",Curculionidae,114666,Genus,Neoptochus
618429,"(Boheman, 1834)",Neoptochus,616943,Species,Neoptochus adspersus
837964,"Spaeth, 1909",Mesomphaliini,719585,Genus,Ogdoecosta
839170,"(Boheman, 1854)",Ogdoecosta,837964,Species,Ogdoecosta biannularis
839171,"(Boheman, 1854)",Ogdoecosta,837964,Species,Ogdoecosta catenulata
839172,"(Boheman, 1856)",Ogdoecosta,837964,Species,Ogdoecosta decemstillata
839173,"(Champion, 1893)",Ogdoecosta,837964,Species,Ogdoecosta epilachnoides
839174,"(Boheman, 1856)",Ogdoecosta,837964,Species,Ogdoecosta fasciata
839175,"(Champion, 1893)",Ogdoecosta,837964,Species,Ogdoecosta flavomaculata
839176,"(Boheman, 1854)",Ogdoecosta,837964,Species,Ogdoecosta guttifera
839177,"(Boheman, 1854)",Ogdoecosta,837964,Species,Ogdoecosta juvenca
839178,"(Champion, 1893)",Ogdoecosta,837964,Species,Ogdoecosta mexicana
839179,"(Champion, 1893)",Ogdoecosta,837964,Species,Ogdoecosta obliterata
839180,"(Boheman, 1862)",Ogdoecosta,837964,Species,Ogdoecosta soricina
722427,"Motschulsky, 1852",Lucidotini,1269126,Genus,Pyropyga
952449,"Green, 1961",Pyropyga,722427,Species,Pyropyga alticola
952447,"Green, 1961",Pyropyga,722427,Species,Pyropyga australis
952445,"Zaragoza-Caballero, 1993",Pyropyga,722427,Species,Pyropyga chemsaki
952446,"Green, 1961",Pyropyga,722427,Species,Pyropyga cordobana
722503,"(Harris, 1836)",Pyropyga,722427,Species,Pyropyga decipiens
953043,"(Gorham, 1880)",Pyropyga,722427,Species,Pyropyga exstincta
952448,"Green, 1961",Pyropyga,722427,Species,Pyropyga extensa
1269438,"Makhan and Saeizad, 2014",Pyropyga,722427,Species,Pyropyga harrydeepaki
952450,"E. Olivier, 1912",Pyropyga,722427,Species,Pyropyga incognita
1269251,"Gutiérrez-Carranza and Zaragoza-Caballero in Gutiérrez-Carranza et al., 2023",Pyropyga,722427,Species,Pyropyga julietafierroae
722504,"(LeConte, 1852)",Pyropyga,722427,Species,Pyropyga minuta
722505,"Green, 1961",Pyropyga,722427,Species,Pyropyga modesta
722506,"(Say, 1823)",Pyropyga,722427,Species,Pyropyga nigricans
952451,"Green, 1961",Pyropyga,722427,Species,Pyropyga saltensis
953044,"Motschulsky, 1854",Pyropyga,722427,Species,Pyropyga tarda
135832,,Brachystomatinae,135831,Genus,Anomalempis
135833,"Melander, 1945",Anomalempis,135832,Species,Anomalempis archon
135834,"Melander, 1927",Anomalempis,135832,Species,Anomalempis tacomae
188091,"Wollaston, 1873",Curculionidae,114666,Genus,Stenotrupis
188092,"(Fairmaire, 1849)",Stenotrupis,188091,Species,Stenotrupis filum
188093,"Zimmermann, 1938",Stenotrupis,188091,Species,Stenotrupis marshalli
188094,"(Perkins, 1926)",Stenotrupis,188091,Species,Stenotrupis pritcharsdiae
188095,"(Sharp, 1878)",Stenotrupis,188091,Species,Stenotrupis prolixa
837976,"Spaeth, 1915",Dorynotini,837893,Genus,Heteronychocassis
839499,"Spaeth, 1915",Heteronychocassis,837976,Species,Heteronychocassis acuticollis
117777,"Dyar, 1913",Odontiini,694286,Genus,Edia
117778,"(Sm., 1906)",Edia,117777,Species,Edia minutissima
117775,"Munroe, 1961",Odontiini,694286,Genus,Procymbopteryx
117776,"(Druce, 1899)",Procymbopteryx,117775,Species,Procymbopteryx belialis
815467,"Perkins, 1997",Ochthebiini,815457,Subtribe,Neochthebiina
193640,"Orchymont, 1932",Neochthebiina,815467,Genus,Neochthebius
816251,"(Satô, 1963)",Neochthebius,193640,Species,Neochthebius granulosus
193641,"(Knisch, 1924)",Neochthebius,193640,Species,Neochthebius vandykei
111185,"LeConte, 1847",Harpalini,931391,Genus,Geopinus
111186,"(Dejean, 1829)",Geopinus,111185,Species,Geopinus incrassatus
135930,,Empididae,135830,Subfamily,Empidinae
135943,,Empidinae,135930,Genus,Empis
135944,"Walker, 1849",Empis,135943,Species,Empis abcirus
135945,"Melander, 1902",Empis,135943,Species,Empis aeripes
135946,"Melander, 1902",Empis,135943,Species,Empis aerobatica
135947,"Walker, 1849",Empis,135943,Species,Empis agasthus
135949,"Melander, 1902",Empis,135943,Species,Empis aldrichii
135950,"Walker, 1849",Empis,135943,Species,Empis amytis
135951,"Melander, 1946",Empis,135943,Species,Empis anthophila
135952,"Loew, 1861",Empis,135943,Species,Empis armipes
135953,"Melander, 1902",Empis,135943,Species,Empis arthritica
135954,"Melander, 1902",Empis,135943,Species,Empis asema
135955,"Melander, 1965",Empis,135943,Species,Empis barbatoides
135957,"Melander, 1902",Empis,135943,Species,Empis bigoti
135959,"Coquillett, 1900",Empis,135943,Species,Empis brachysoma
135960,"(Loew, 1862)",Empis,135943,Species,Empis brevis
135962,"Curran, 1931",Empis,135943,Species,Empis browni
135963,"Coquillett, 1903",Empis,135943,Species,Empis brunnea
135964,"Kessel and Kessel, 1951",Empis,135943,Species,Empis bullifera
135965,"Melander, 1902",Empis,135943,Species,Empis cacuminifer
135966,"Melander, 1902",Empis,135943,Species,Empis caeligena
135967,"Melander, 1902",Empis,135943,Species,Empis canaster
135968,"Coquillett, 1895",Empis,135943,Species,Empis captus
135969,"Coquillett, 1895",Empis,135943,Species,Empis clausa
135970,"Walker, 1849",Empis,135943,Species,Empis colonica
135972,"(Coquillett, 1955)",Empis,135943,Species,Empis comantis
135974,"Steyskal, 1965",Empis,135943,Species,Empis cometes
135975,"Coquillett, 1895",Empis,135943,Species,Empis compta
135976,"Melander, 1945",Empis,135943,Species,Empis ctenocnema
135977,"Melander, 1946",Empis,135943,Species,Empis dactylica
135978,"Melander, 1965",Empis,135943,Species,Empis delumbis
135980,"Melander, 1965",Empis,135943,Species,Empis desiderata
135982,"Walley, 1927",Empis,135943,Species,Empis deterra
135983,"Loew, 1869",Empis,135943,Species,Empis distans
135984,"Steyskal, 1969",Empis,135943,Species,Empis dixi
135985,Melander,Empis,135943,Species,Empis dolabraria
135987,"Melander, 1902",Empis,135943,Species,Empis enodis
135988,"Walker, 1849",Empis,135943,Species,Empis eudamides
135989,"Coquillett, 1903",Empis,135943,Species,Empis exilis
135990,"Melander, 1902",Empis,135943,Species,Empis falcata
135991,"Coquillett, 1903",Empis,135943,Species,Empis frontalis
135992,"Coquillett, 1900",Empis,135943,Species,Empis fumida
135993,"(Melander, 1902)",Empis,135943,Species,Empis geneatis
135995,"Melander, 1902",Empis,135943,Species,Empis gladiator
135996,"Coquillett, 1895",Empis,135943,Species,Empis gulosa
135997,"Melander, 1927",Empis,135943,Species,Empis hirticrus
136000,"Coquillett, 1895",Empis,135943,Species,Empis humilis
136001,"Coquillett, 1900",Empis,135943,Species,Empis infumata
136002,"Melander, 1902",Empis,135943,Species,Empis johnsoni
136003,"Loew, 1861",Empis,135943,Species,Empis labiata
136004,"Loew, 1864",Empis,135943,Species,Empis laevigata
136005,"Eschscholtz, 1823",Empis,135943,Species,Empis laniventris
136006,"Ouellett, 1942",Empis,135943,Species,Empis latrappensis
136007,"Loew, 1863",Empis,135943,Species,Empis leptogastra
